,Airline,Source City,Destination City,Stops,Price,Duration_in_Minutes,Next_day_Arrival,Departure_Part_of_the_day,Arrival_Part_of_the_day,Day,Days_priors_booking
2177,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Early Morning,Early Morning,Wednesday,11
2178,Air India,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Early Morning,Morning,Wednesday,11
2179,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Early Morning,Morning,Wednesday,11
2180,Vistara,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Morning,Morning,Wednesday,11
2181,Vistara,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Morning,Morning,Wednesday,11
2182,Air India,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Morning,Morning,Wednesday,11
2183,SpiceJet,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Morning,Morning,Wednesday,11
2184,Vistara,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Morning,Noon,Wednesday,11
2185,SpiceJet,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Noon,Eve,Wednesday,11
2186,Vistara,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Noon,Eve,Wednesday,11
2187,Air India,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Eve,Night,Wednesday,11
2188,Vistara,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Night,Night,Wednesday,11
2189,SpiceJet,New Delhi,Mumbai,Non Stop,5955.0,135.0,No,Early Morning,Morning,Wednesday,11
2190,Vistara,New Delhi,Mumbai,Non Stop,5955.0,135.0,No,Early Morning,Morning,Wednesday,11
2191,Air India,New Delhi,Mumbai,Non Stop,5955.0,135.0,No,Morning,Morning,Wednesday,11
2192,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,135.0,No,Morning,Morning,Wednesday,11
2193,Air India,New Delhi,Mumbai,Non Stop,5955.0,135.0,No,Eve,Night,Wednesday,11
2194,Vistara,New Delhi,Mumbai,Non Stop,5955.0,135.0,No,Eve,Night,Wednesday,11
2195,Vistara,New Delhi,Mumbai,Non Stop,5955.0,140.0,No,Early Morning,Morning,Wednesday,11
2196,Vistara,New Delhi,Mumbai,Non Stop,5955.0,140.0,No,Eve,Eve,Wednesday,11
2197,Vistara,New Delhi,Mumbai,Non Stop,5955.0,140.0,No,Eve,Night,Wednesday,11
2198,SpiceJet,New Delhi,Mumbai,Non Stop,5955.0,140.0,No,Eve,Night,Wednesday,11
2199,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,145.0,No,Eve,Eve,Wednesday,11
2200,Air India,New Delhi,Mumbai,1 Stop,5955.0,190.0,No,Noon,Eve,Wednesday,11
2201,SpiceJet,New Delhi,Mumbai,1 Stop,5955.0,215.0,No,Early Morning,Morning,Wednesday,11
2202,Air India,New Delhi,Mumbai,1 Stop,5955.0,225.0,No,Eve,Night,Wednesday,11
2203,IndiGo,New Delhi,Mumbai,1 Stop,5955.0,240.0,No,Noon,Eve,Wednesday,11
2204,IndiGo,New Delhi,Mumbai,1 Stop,5955.0,255.0,No,Early Morning,Noon,Wednesday,11
2205,IndiGo,New Delhi,Mumbai,1 Stop,5955.0,255.0,No,Eve,Night,Wednesday,11
2206,IndiGo,New Delhi,Mumbai,1 Stop,5955.0,265.0,No,Eve,Night,Wednesday,11
2207,IndiGo,New Delhi,Mumbai,1 Stop,5955.0,295.0,No,Noon,Eve,Wednesday,11
2208,IndiGo,New Delhi,Mumbai,1 Stop,5955.0,315.0,No,Morning,Noon,Wednesday,11
2209,IndiGo,New Delhi,Mumbai,1 Stop,5955.0,350.0,No,Early Morning,Noon,Wednesday,11
2210,IndiGo,New Delhi,Mumbai,1 Stop,5955.0,460.0,No,Noon,Night,Wednesday,11
2211,IndiGo,New Delhi,Mumbai,1 Stop,5955.0,465.0,No,Early Morning,Noon,Wednesday,11
2212,IndiGo,New Delhi,Mumbai,1 Stop,5955.0,550.0,No,Noon,Night,Wednesday,11
2213,IndiGo,New Delhi,Mumbai,1 Stop,5955.0,560.0,No,Early Morning,Noon,Wednesday,11
2214,IndiGo,New Delhi,Mumbai,1 Stop,5955.0,605.0,No,Morning,Night,Wednesday,11
2215,IndiGo,New Delhi,Mumbai,1 Stop,5955.0,635.0,No,Early Morning,Eve,Wednesday,11
2216,Air Asia,New Delhi,Mumbai,1 Stop,5953.0,355.0,No,Noon,Night,Thursday,12
2217,Air Asia,New Delhi,Mumbai,1 Stop,5953.0,360.0,No,Early Morning,Morning,Thursday,12
2218,Air Asia,New Delhi,Mumbai,1 Stop,5953.0,395.0,No,Early Morning,Noon,Thursday,12
2219,Air Asia,New Delhi,Mumbai,1 Stop,5953.0,395.0,No,Morning,Noon,Thursday,12
2220,Air Asia,New Delhi,Mumbai,1 Stop,5953.0,455.0,No,Morning,Eve,Thursday,12
2221,Air Asia,New Delhi,Mumbai,1 Stop,5953.0,500.0,No,Morning,Eve,Thursday,12
2222,Air Asia,New Delhi,Mumbai,1 Stop,5953.0,515.0,No,Early Morning,Noon,Thursday,12
2223,Air Asia,New Delhi,Mumbai,1 Stop,5953.0,705.0,Yes,Eve,Early Morning,Thursday,12
2224,Air Asia,New Delhi,Mumbai,1 Stop,5953.0,845.0,Yes,Noon,Early Morning,Thursday,12
2225,Air Asia,New Delhi,Mumbai,1 Stop,5953.0,850.0,No,Early Morning,Night,Thursday,12
2226,Go First,New Delhi,Mumbai,Non Stop,5954.0,125.0,No,Early Morning,Early Morning,Thursday,12
2227,Go First,New Delhi,Mumbai,Non Stop,5954.0,125.0,No,Morning,Morning,Thursday,12
2228,Go First,New Delhi,Mumbai,Non Stop,5954.0,125.0,No,Noon,Noon,Thursday,12
2229,Go First,New Delhi,Mumbai,Non Stop,5954.0,125.0,No,Eve,Eve,Thursday,12
2230,Go First,New Delhi,Mumbai,Non Stop,5954.0,125.0,No,Eve,Night,Thursday,12
2231,Go First,New Delhi,Mumbai,Non Stop,5954.0,125.0,No,Night,Night,Thursday,12
2232,Go First,New Delhi,Mumbai,Non Stop,5954.0,135.0,Yes,Night,Late Night,Thursday,12
2233,Go First,New Delhi,Mumbai,1 Stop,5954.0,280.0,No,Eve,Night,Thursday,12
2234,Go First,New Delhi,Mumbai,1 Stop,5954.0,290.0,No,Early Morning,Noon,Thursday,12
2235,Go First,New Delhi,Mumbai,1 Stop,5954.0,385.0,No,Morning,Noon,Thursday,12
2236,Go First,New Delhi,Mumbai,1 Stop,5954.0,450.0,No,Early Morning,Noon,Thursday,12
2237,Go First,New Delhi,Mumbai,1 Stop,5954.0,560.0,No,Early Morning,Eve,Thursday,12
2238,Vistara,New Delhi,Mumbai,Non Stop,5955.0,120.0,No,Early Morning,Early Morning,Thursday,12
2239,SpiceJet,New Delhi,Mumbai,Non Stop,5955.0,120.0,No,Eve,Eve,Thursday,12
2240,Air India,New Delhi,Mumbai,Non Stop,5955.0,125.0,No,Early Morning,Morning,Thursday,12
2241,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,125.0,No,Morning,Noon,Thursday,12
2242,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,125.0,No,Morning,Noon,Thursday,12
2243,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,125.0,No,Noon,Noon,Thursday,12
2244,Vistara,New Delhi,Mumbai,Non Stop,5955.0,125.0,No,Noon,Eve,Thursday,12
2245,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,125.0,No,Eve,Night,Thursday,12
2246,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Early Morning,Early Morning,Thursday,12
2247,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Early Morning,Early Morning,Thursday,12
2248,Air India,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Early Morning,Morning,Thursday,12
2249,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Early Morning,Morning,Thursday,12
2250,Vistara,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Morning,Morning,Thursday,12
2251,Air India,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Morning,Morning,Thursday,12
2252,SpiceJet,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Morning,Morning,Thursday,12
2253,Vistara,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Morning,Noon,Thursday,12
2254,SpiceJet,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Noon,Eve,Thursday,12
2255,Vistara,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Noon,Eve,Thursday,12
2256,Air India,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Eve,Night,Thursday,12
2257,Vistara,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Night,Night,Thursday,12
2258,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,130.0,Yes,Night,Late Night,Thursday,12
2259,SpiceJet,New Delhi,Mumbai,Non Stop,5955.0,135.0,No,Early Morning,Morning,Thursday,12
2260,Vistara,New Delhi,Mumbai,Non Stop,5955.0,135.0,No,Early Morning,Morning,Thursday,12
2261,Air India,New Delhi,Mumbai,Non Stop,5955.0,135.0,No,Morning,Morning,Thursday,12
2262,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,135.0,No,Morning,Morning,Thursday,12
2263,Vistara,New Delhi,Mumbai,Non Stop,5955.0,135.0,No,Morning,Morning,Thursday,12
2264,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,135.0,No,Noon,Eve,Thursday,12
2265,Air India,New Delhi,Mumbai,Non Stop,5955.0,135.0,No,Eve,Night,Thursday,12
2266,Vistara,New Delhi,Mumbai,Non Stop,5955.0,135.0,No,Eve,Night,Thursday,12
2267,SpiceJet,New Delhi,Mumbai,Non Stop,5955.0,135.0,No,Night,Night,Thursday,12
2268,Vistara,New Delhi,Mumbai,Non Stop,5955.0,140.0,No,Early Morning,Morning,Thursday,12
2269,Vistara,New Delhi,Mumbai,Non Stop,5955.0,140.0,No,Eve,Eve,Thursday,12
2270,Vistara,New Delhi,Mumbai,Non Stop,5955.0,140.0,No,Eve,Night,Thursday,12
2271,SpiceJet,New Delhi,Mumbai,Non Stop,5955.0,140.0,No,Eve,Night,Thursday,12
2272,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,145.0,No,Eve,Eve,Thursday,12
2273,Air India,New Delhi,Mumbai,1 Stop,5955.0,190.0,No,Noon,Eve,Thursday,12
2274,Air India,New Delhi,Mumbai,1 Stop,5955.0,215.0,No,Eve,Night,Thursday,12
2275,SpiceJet,New Delhi,Mumbai,1 Stop,5955.0,230.0,No,Morning,Noon,Thursday,12
2276,IndiGo,New Delhi,Mumbai,1 Stop,5955.0,240.0,No,Noon,Eve,Thursday,12
2277,IndiGo,New Delhi,Mumbai,1 Stop,5955.0,255.0,No,Early Morning,Noon,Thursday,12
2278,IndiGo,New Delhi,Mumbai,1 Stop,5955.0,255.0,No,Eve,Night,Thursday,12
2279,IndiGo,New Delhi,Mumbai,1 Stop,5955.0,265.0,No,Eve,Night,Thursday,12
2280,IndiGo,New Delhi,Mumbai,1 Stop,5955.0,295.0,No,Noon,Eve,Thursday,12
2281,Air Asia,New Delhi,Mumbai,1 Stop,5953.0,395.0,No,Morning,Noon,Saturday,14
2282,Air Asia,New Delhi,Mumbai,1 Stop,5953.0,455.0,No,Morning,Eve,Saturday,14
2283,Air Asia,New Delhi,Mumbai,1 Stop,5953.0,500.0,No,Morning,Eve,Saturday,14
2284,Air Asia,New Delhi,Mumbai,1 Stop,5953.0,515.0,No,Early Morning,Noon,Saturday,14
2285,Air Asia,New Delhi,Mumbai,1 Stop,5953.0,850.0,No,Early Morning,Night,Saturday,14
2286,Air Asia,New Delhi,Mumbai,1 Stop,5953.0,965.0,Yes,Early Morning,Late Night,Saturday,14
2287,Go First,New Delhi,Mumbai,Non Stop,5954.0,125.0,No,Early Morning,Early Morning,Saturday,14
2288,Go First,New Delhi,Mumbai,Non Stop,5954.0,125.0,No,Eve,Night,Saturday,14
2289,Go First,New Delhi,Mumbai,Non Stop,5954.0,125.0,No,Night,Night,Saturday,14
2290,Go First,New Delhi,Mumbai,Non Stop,5954.0,125.0,Yes,Night,Late Night,Saturday,14
2291,Go First,New Delhi,Mumbai,1 Stop,5954.0,280.0,No,Eve,Night,Saturday,14
2292,Go First,New Delhi,Mumbai,1 Stop,5954.0,385.0,No,Morning,Noon,Saturday,14
2293,Vistara,New Delhi,Mumbai,Non Stop,5955.0,120.0,No,Early Morning,Early Morning,Saturday,14
2294,SpiceJet,New Delhi,Mumbai,Non Stop,5955.0,120.0,No,Eve,Eve,Saturday,14
2295,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,120.0,No,Eve,Night,Saturday,14
2296,Air India,New Delhi,Mumbai,Non Stop,5955.0,125.0,No,Early Morning,Morning,Saturday,14
2297,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,125.0,No,Noon,Noon,Saturday,14
2298,Vistara,New Delhi,Mumbai,Non Stop,5955.0,125.0,No,Noon,Eve,Saturday,14
2299,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,125.0,No,Eve,Night,Saturday,14
2300,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Early Morning,Early Morning,Saturday,14
2301,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Early Morning,Early Morning,Saturday,14
2302,Air India,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Early Morning,Morning,Saturday,14
2303,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Early Morning,Morning,Saturday,14
2304,Vistara,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Morning,Morning,Saturday,14
2305,Vistara,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Morning,Noon,Saturday,14
2306,SpiceJet,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Noon,Eve,Saturday,14
2307,Vistara,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Noon,Eve,Saturday,14
2308,Vistara,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Night,Night,Saturday,14
2309,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,130.0,Yes,Night,Late Night,Saturday,14
2310,SpiceJet,New Delhi,Mumbai,Non Stop,5955.0,135.0,No,Early Morning,Morning,Saturday,14
2311,Vistara,New Delhi,Mumbai,Non Stop,5955.0,135.0,No,Early Morning,Morning,Saturday,14
2312,Air India,New Delhi,Mumbai,Non Stop,5955.0,135.0,No,Morning,Morning,Saturday,14
2313,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,135.0,No,Morning,Morning,Saturday,14
2314,Vistara,New Delhi,Mumbai,Non Stop,5955.0,135.0,No,Morning,Morning,Saturday,14
2315,Vistara,New Delhi,Mumbai,Non Stop,5955.0,135.0,No,Eve,Night,Saturday,14
2316,SpiceJet,New Delhi,Mumbai,Non Stop,5955.0,135.0,No,Night,Night,Saturday,14
2317,Vistara,New Delhi,Mumbai,Non Stop,5955.0,140.0,No,Early Morning,Morning,Saturday,14
2318,Vistara,New Delhi,Mumbai,Non Stop,5955.0,140.0,No,Eve,Eve,Saturday,14
2319,Vistara,New Delhi,Mumbai,Non Stop,5955.0,140.0,No,Eve,Night,Saturday,14
2320,SpiceJet,New Delhi,Mumbai,Non Stop,5955.0,140.0,No,Eve,Night,Saturday,14
2321,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,145.0,No,Eve,Eve,Saturday,14
2322,Air India,New Delhi,Mumbai,1 Stop,5955.0,190.0,No,Noon,Eve,Saturday,14
2323,Air India,New Delhi,Mumbai,1 Stop,5955.0,215.0,No,Eve,Night,Saturday,14
2324,SpiceJet,New Delhi,Mumbai,1 Stop,5955.0,230.0,No,Morning,Noon,Saturday,14
2325,IndiGo,New Delhi,Mumbai,1 Stop,5955.0,255.0,No,Early Morning,Noon,Saturday,14
2326,IndiGo,New Delhi,Mumbai,1 Stop,5955.0,255.0,No,Eve,Night,Saturday,14
2327,IndiGo,New Delhi,Mumbai,1 Stop,5955.0,295.0,No,Noon,Eve,Saturday,14
2328,IndiGo,New Delhi,Mumbai,1 Stop,5955.0,315.0,No,Morning,Noon,Saturday,14
2329,IndiGo,New Delhi,Mumbai,1 Stop,5955.0,340.0,No,Noon,Eve,Saturday,14
2330,IndiGo,New Delhi,Mumbai,1 Stop,5955.0,350.0,No,Early Morning,Noon,Saturday,14
2331,IndiGo,New Delhi,Mumbai,1 Stop,5955.0,460.0,No,Noon,Night,Saturday,14
2332,IndiGo,New Delhi,Mumbai,1 Stop,5955.0,465.0,No,Early Morning,Noon,Saturday,14
2333,SpiceJet,New Delhi,Mumbai,1 Stop,5955.0,520.0,No,Early Morning,Noon,Saturday,14
2334,IndiGo,New Delhi,Mumbai,1 Stop,5955.0,550.0,No,Noon,Night,Saturday,14
2335,IndiGo,New Delhi,Mumbai,1 Stop,5955.0,560.0,No,Early Morning,Noon,Saturday,14
2336,IndiGo,New Delhi,Mumbai,1 Stop,5955.0,605.0,No,Morning,Night,Saturday,14
2337,IndiGo,New Delhi,Mumbai,1 Stop,5955.0,635.0,No,Early Morning,Eve,Saturday,14
2338,IndiGo,New Delhi,Mumbai,1 Stop,5955.0,635.0,No,Early Morning,Eve,Saturday,14
2339,SpiceJet,New Delhi,Mumbai,1 Stop,5955.0,1330.0,Yes,Noon,Noon,Saturday,14
2340,SpiceJet,New Delhi,Mumbai,1 Stop,5955.0,1450.0,Yes,Morning,Morning,Saturday,14
2341,Air Asia,New Delhi,Mumbai,Non Stop,5956.0,140.0,No,Eve,Night,Saturday,14
2342,IndiGo,New Delhi,Mumbai,Non Stop,6165.0,125.0,No,Noon,Noon,Saturday,14
2343,Air Asia,New Delhi,Mumbai,1 Stop,6166.0,705.0,Yes,Eve,Early Morning,Saturday,14
2344,Air Asia,New Delhi,Mumbai,2 Stop(s),6166.0,995.0,No,Early Morning,Night,Saturday,14
2345,SpiceJet,New Delhi,Mumbai,1 Stop,6271.0,605.0,No,Early Morning,Noon,Saturday,14
2346,Air India,New Delhi,Mumbai,Non Stop,4931.0,125.0,No,Early Morning,Morning,Sunday,15
2347,Air India,New Delhi,Mumbai,Non Stop,4931.0,130.0,No,Early Morning,Morning,Sunday,15
2348,Air India,New Delhi,Mumbai,Non Stop,4931.0,135.0,No,Morning,Morning,Sunday,15
2349,Air India,New Delhi,Mumbai,1 Stop,4931.0,225.0,No,Eve,Night,Sunday,15
2350,Air India,New Delhi,Mumbai,Non Stop,5416.0,130.0,No,Morning,Morning,Sunday,15
2351,Air India,New Delhi,Mumbai,1 Stop,5416.0,190.0,No,Noon,Eve,Sunday,15
2352,Air Asia,New Delhi,Mumbai,1 Stop,5953.0,360.0,No,Early Morning,Morning,Sunday,15
2353,Air Asia,New Delhi,Mumbai,1 Stop,5953.0,395.0,No,Early Morning,Noon,Sunday,15
2354,Air Asia,New Delhi,Mumbai,1 Stop,5953.0,395.0,No,Morning,Noon,Sunday,15
2355,Air Asia,New Delhi,Mumbai,1 Stop,5953.0,515.0,No,Early Morning,Noon,Sunday,15
2356,Air Asia,New Delhi,Mumbai,1 Stop,5953.0,705.0,Yes,Eve,Early Morning,Sunday,15
2357,Air Asia,New Delhi,Mumbai,1 Stop,5953.0,850.0,No,Early Morning,Night,Sunday,15
2358,Go First,New Delhi,Mumbai,Non Stop,5954.0,125.0,No,Early Morning,Early Morning,Sunday,15
2359,Go First,New Delhi,Mumbai,Non Stop,5954.0,125.0,No,Morning,Morning,Sunday,15
2360,Go First,New Delhi,Mumbai,Non Stop,5954.0,125.0,No,Night,Night,Sunday,15
2361,Go First,New Delhi,Mumbai,Non Stop,5954.0,125.0,Yes,Night,Late Night,Sunday,15
2362,Go First,New Delhi,Mumbai,1 Stop,5954.0,280.0,No,Eve,Night,Sunday,15
2363,Go First,New Delhi,Mumbai,1 Stop,5954.0,385.0,No,Morning,Noon,Sunday,15
2364,Vistara,New Delhi,Mumbai,Non Stop,5955.0,120.0,No,Early Morning,Early Morning,Sunday,15
2365,SpiceJet,New Delhi,Mumbai,Non Stop,5955.0,120.0,No,Eve,Eve,Sunday,15
2366,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,125.0,No,Morning,Noon,Sunday,15
2367,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,125.0,No,Noon,Noon,Sunday,15
2368,Vistara,New Delhi,Mumbai,Non Stop,5955.0,125.0,No,Noon,Eve,Sunday,15
2369,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Early Morning,Early Morning,Sunday,15
2370,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Early Morning,Early Morning,Sunday,15
2371,IndiGo,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Early Morning,Morning,Sunday,15
2372,Vistara,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Morning,Morning,Sunday,15
2373,Vistara,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Morning,Noon,Sunday,15
2374,SpiceJet,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Noon,Eve,Sunday,15
2375,Vistara,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Noon,Eve,Sunday,15
2376,Vistara,New Delhi,Mumbai,Non Stop,5955.0,130.0,No,Night,Night,Sunday,15
2377,SpiceJet,New Delhi,Mumbai,Non Stop,5955.0,135.0,No,Early Morning,Morning,Sunday,15
2378,Vistara,New Delhi,Mumbai,Non Stop,5955.0,135.0,No,Early Morning,Morning,Sunday,15
2379,Vistara,New Delhi,Mumbai,Non Stop,5955.0,135.0,No,Morning,Morning,Sunday,15
2380,Vistara,New Delhi,Mumbai,Non Stop,5955.0,135.0,No,Eve,Night,Sunday,15
2381,SpiceJet,New Delhi,Mumbai,Non Stop,5955.0,135.0,No,Night,Night,Sunday,15
2382,Vistara,New Delhi,Mumbai,Non Stop,5955.0,140.0,No,Early Morning,Morning,Sunday,15
2383,Vistara,New Delhi,Mumbai,Non Stop,5955.0,140.0,No,Eve,Eve,Sunday,15
2384,Vistara,New Delhi,Mumbai,Non Stop,5955.0,140.0,No,Eve,Night,Sunday,15
2385,SpiceJet,New Delhi,Mumbai,Non Stop,5955.0,140.0,No,Eve,Night,Sunday,15
2386,SpiceJet,New Delhi,Mumbai,1 Stop,5955.0,215.0,No,Early Morning,Morning,Sunday,15
2387,IndiGo,New Delhi,Mumbai,1 Stop,5955.0,255.0,No,Eve,Night,Sunday,15
2388,IndiGo,New Delhi,Mumbai,1 Stop,5955.0,295.0,No,Noon,Eve,Sunday,15
2389,IndiGo,New Delhi,Mumbai,1 Stop,5955.0,300.0,No,Early Morning,Noon,Sunday,15
2390,IndiGo,New Delhi,Mumbai,1 Stop,5955.0,315.0,No,Morning,Noon,Sunday,15
2391,SpiceJet,New Delhi,Mumbai,1 Stop,5955.0,330.0,No,Morning,Noon,Sunday,15
2392,IndiGo,New Delhi,Mumbai,1 Stop,5955.0,340.0,No,Noon,Night,Sunday,15
2393,IndiGo,New Delhi,Mumbai,1 Stop,5955.0,430.0,No,Noon,Night,Sunday,15
2394,IndiGo,New Delhi,Mumbai,1 Stop,5955.0,460.0,No,Noon,Night,Sunday,15
2395,IndiGo,New Delhi,Mumbai,1 Stop,5955.0,550.0,No,Noon,Night,Sunday,15
2396,IndiGo,New Delhi,Mumbai,1 Stop,5955.0,635.0,No,Early Morning,Eve,Sunday,15
2397,SpiceJet,New Delhi,Mumbai,1 Stop,5955.0,1330.0,Yes,Noon,Noon,Sunday,15
2398,SpiceJet,New Delhi,Mumbai,1 Stop,5955.0,1450.0,Yes,Morning,Morning,Sunday,15
2399,Air Asia,New Delhi,Mumbai,Non Stop,5956.0,135.0,No,Early Morning,Morning,Sunday,15
2400,Air Asia,New Delhi,Mumbai,Non Stop,5956.0,140.0,No,Eve,Night,Sunday,15
2401,IndiGo,New Delhi,Mumbai,Non Stop,6165.0,125.0,No,Eve,Night,Sunday,15
2402,IndiGo,New Delhi,Mumbai,Non Stop,6165.0,145.0,No,Eve,Eve,Sunday,15
2403,SpiceJet,New Delhi,Mumbai,2 Stop(s),6271.0,335.0,No,Early Morning,Morning,Sunday,15
2404,SpiceJet,New Delhi,Mumbai,1 Stop,6271.0,605.0,No,Early Morning,Noon,Sunday,15
2405,SpiceJet,New Delhi,Mumbai,1 Stop,6271.0,1455.0,Yes,Noon,Noon,Sunday,15
2406,IndiGo,New Delhi,Mumbai,Non Stop,6375.0,135.0,No,Morning,Morning,Sunday,15
2407,Go First,New Delhi,Mumbai,Non Stop,6532.0,125.0,No,Eve,Eve,Sunday,15
2408,Go First,New Delhi,Mumbai,Non Stop,6532.0,125.0,No,Eve,Night,Sunday,15
2409,Air Asia,New Delhi,Mumbai,1 Stop,6532.0,455.0,No,Morning,Eve,Sunday,15
2410,Air Asia,New Delhi,Mumbai,1 Stop,6532.0,500.0,No,Morning,Eve,Sunday,15
2411,Air India,New Delhi,Mumbai,Non Stop,4931.0,130.0,No,Early Morning,Morning,Monday,16
2412,Air India,New Delhi,Mumbai,Non Stop,4931.0,130.0,No,Morning,Morning,Monday,16
2413,Air India,New Delhi,Mumbai,Non Stop,4931.0,130.0,No,Eve,Night,Monday,16
2414,Air India,New Delhi,Mumbai,Non Stop,4931.0,135.0,No,Morning,Morning,Monday,16
2415,Air India,New Delhi,Mumbai,Non Stop,4931.0,135.0,No,Eve,Night,Monday,16
2416,Air India,New Delhi,Mumbai,1 Stop,4931.0,190.0,No,Noon,Eve,Monday,16
2417,Air India,New Delhi,Mumbai,1 Stop,4931.0,215.0,No,Eve,Night,Monday,16
2418,Air India,New Delhi,Mumbai,Non Stop,5416.0,125.0,No,Early Morning,Morning,Monday,16
2419,Air Asia,New Delhi,Mumbai,1 Stop,5953.0,355.0,No,Noon,Night,Monday,16
2420,Air Asia,New Delhi,Mumbai,1 Stop,5953.0,395.0,No,Early Morning,Noon,Monday,16
2421,Air Asia,New Delhi,Mumbai,1 Stop,5953.0,395.0,No,Morning,Noon,Monday,16
2422,Air Asia,New Delhi,Mumbai,1 Stop,5953.0,455.0,No,Morning,Eve,Monday,16
2423,Air Asia,New Delhi,Mumbai,1 Stop,5953.0,500.0,No,Morning,Eve,Monday,16
2424,Air Asia,New Delhi,Mumbai,1 Stop,5953.0,515.0,No,Early Morning,Noon,Monday,16
2425,Air Asia,New Delhi,Mumbai,1 Stop,5953.0,560.0,No,Late Night,Noon,Monday,16
2426,Air Asia,New Delhi,Mumbai,1 Stop,5953.0,705.0,Yes,Eve,Early Morning,Monday,16
2427,Air Asia,New Delhi,Mumbai,1 Stop,5953.0,845.0,Yes,Noon,Early Morning,Monday,16
2428,Air Asia,New Delhi,Mumbai,1 Stop,5953.0,850.0,No,Early Morning,Night,Monday,16
2429,Go First,New Delhi,Mumbai,Non Stop,5954.0,125.0,No,Early Morning,Early Morning,Monday,16
2430,Go First,New Delhi,Mumbai,Non Stop,5954.0,125.0,No,Morning,Morning,Monday,16
2431,Go First,New Delhi,Mumbai,Non Stop,5954.0,125.0,No,Eve,Eve,Monday,16
2432,Go First,New Delhi,Mumbai,Non Stop,5954.0,125.0,No,Eve,Night,Monday,16
2433,Go First,New Delhi,Mumbai,Non Stop,5954.0,125.0,No,Night,Night,Monday,16
2434,Go First,New Delhi,Mumbai,Non Stop,5954.0,125.0,Yes,Night,Late Night,Monday,16
2435,Go First,New Delhi,Mumbai,1 Stop,5954.0,280.0,No,Eve,Night,Monday,16
2436,Go First,New Delhi,Mumbai,1 Stop,5954.0,290.0,No,Early Morning,Noon,Monday,16
2437,Go First,New Delhi,Mumbai,1 Stop,5954.0,355.0,No,Morning,Eve,Monday,16
2438,Go First,New Delhi,Mumbai,1 Stop,5954.0,385.0,No,Morning,Noon,Monday,16
